Company Name,Reviewer's Name,Reviewer's Position,Reviewer's Company,Score,Review Title,Pros,Cons,Likelihood to Recommend,Use Cases and Deployment Scope,Alternatives Considered,Other Software Used
groove,Domenico Di Cicco,Sales Development Representative,Omada Health,Score 10 out of 10,"Groove Review: ""Can't exceed quota without it!""","['Love how I can track open emails from prospects.', 'Templates make my job easier to send out more emails than I could manually.', 'Being able to track in SFDC makes my job easier for follow up.']","['I want to track forwarded emails.', 'Need a mobile app.', 'Need to have campaigns run easier.']","We use it to track activity in SFDC, open emails, templates.","We use it to track activity in SFDC, open emails, templates.","We use it to track activity in SFDC, open emails, templates.",
groove,Clayton Graham,Regional Sales Executive,HotSchedules,Score 9 out of 10,"User Review: ""Groove for sales and marketing roles""","['Automates and speeds up blanket communications', 'Helps track cold calling and warm leads', 'Great integrations with Google and Salesforce']","['Slow to load sometimes', 'Can be tricky to sort through shared templates']",Sales and Marketing use Groove to help maintain consistent messages while still being able to quickly customize and use them to social sell within the canned contexts.,Sales and Marketing use Groove to help maintain consistent messages while still being able to quickly customize and use them to social sell within the canned contexts.,,Sales and Marketing use Groove to help maintain consistent messages while still being able to quickly customize and use them to social sell within the canned contexts.
groove,Jared DeLong,Customer Success Manager,Kindful,Score 6 out of 10,"""Groove SaaS Company Review""","['Groove has a great integration with Salesforce that can sync all contacts and accounts.', 'Groove allows you to create various email templates that can create an efficient drip series of check-ins.', ""Groove has a beautiful and simple interface that's simple to navigate and use.""]","[""Groove will only allow you to set up a trigger series with one email address. For clients we're working with who have multiple staff, there is not an easy way to us to include those people in one continuous series."", 'Their trigger concept is based on a certain number of days, however not all emails sent out during the series are automatic. Each email has to be manually sent, which was not efficient for our team who needed better automation.', 'Some tags would not work properly in Groove based on the data we were tracking in Salesforce.']","Groove was first used by our sales team to follow up with opportunities in our pipeline. Our customer success team decided to try out Groove to see if it could help us better manage our check-ins with customers during the onboarding process. The tool was useful, however there was some lack in functionality that ultimately led to us discontinuing to use it.","Groove was first used by our sales team to follow up with opportunities in our pipeline. Our customer success team decided to try out Groove to see if it could help us better manage our check-ins with customers during the onboarding process. The tool was useful, however there was some lack in functionality that ultimately led to us discontinuing to use it.","Groove was first used by our sales team to follow up with opportunities in our pipeline. Our customer success team decided to try out Groove to see if it could help us better manage our check-ins with customers during the onboarding process. The tool was useful, however there was some lack in functionality that ultimately led to us discontinuing to use it.",
groove,Verified User,Account Manager in Customer Service,Computer Software Company,Score 10 out of 10,"User Review: ""Get into the Groove with your email""","[""Email scheduling - There have been plenty of times where I've been working rather late and was worried about disrupting the client's sleep schedule. This is especially helpful if your team isn't divided into territories and works with global contacts. With the scheduling, you can have emails hit inboxes at 8:00 am during the client's working hours, rather than in the middle of their night."", ""Templates - Many emails that we write around common questions can take time to type out, even if the answer is quite simple. With the templates tool, I can draft a core version of the email and have a strong baseline starting point to work from, and then I only need to add customization to meet the client's exact needs for the particular request. It's also nice that you can reference other people's templates, or link to Salesforce."", ""Chrome Extension - With the Chrome Extension, I'm able to quickly see pending Salesforce tasks, reminders, and the open history of my sent emails so I can make sure I'm reaching my clients with the appropriate timing. I don't even have to leave my email!"", ""Adding contacts from Gmail - Another reason I don't have to leave my email. Groove will pre-load contact information and link with Salesforce to create new contacts or leads. It will also do its best to grab information from the email signature lines, to prevent you from having to fill out even more information. Anything that prevents further tabs for quick actions is a win in my book.""]","[""Scheduling Meetings - There is a lot of cool functionality with the scheduling links to book meetings with clients, but often times I would end up in back-to-back meetings, or more phone calls than I could handle in a day if I wasn't careful. Improving the ability to add buffers of a few minutes between meetings (which seems to only sometimes work), and also allowing for expiration of meeting links would be phenomenal. The expiration is more important for individuals working with contacts around the world. Clients would find old links and book random meetings with me with 10 - 15 minutes notice and wouldn't confirm, which made me feel as though I was caught slightly off guard and left scrambling."", ""Template Editing - This feature could be more friendly. There'd be some moments where the mail-merge drop down wouldn't load at all for me, so I ended up memorizing them so I could manually type them. Additionally, sometimes pasting would lead to very strange formatting and it was difficult to get the formatting back to a presentable level."", 'Template Content Capabilities - The ability to add images to templates would be immensely helpful, especially for commonly asked questions where screenshots are helpful. I would utilize the template option much more if I could include images and align them appropriately.']","Groove is used across the Customer Success team to see email opens and views, to create and save templates for more common emails, and email scheduling to prevent disruption of clients outside of working hours, and some users utilize the scheduling link to book meetings with clients. It helps our team better understand which emails are resonating with clients if the client was able to view proactive outreach we have generated and saves us bundles of time with the templates and scheduling capabilities.","Groove is used across the Customer Success team to see email opens and views, to create and save templates for more common emails, and email scheduling to prevent disruption of clients outside of working hours, and some users utilize the scheduling link to book meetings with clients. It helps our team better understand which emails are resonating with clients if the client was able to view proactive outreach we have generated and saves us bundles of time with the templates and scheduling capabilities.","Groove is used across the Customer Success team to see email opens and views, to create and save templates for more common emails, and email scheduling to prevent disruption of clients outside of working hours, and some users utilize the scheduling link to book meetings with clients. It helps our team better understand which emails are resonating with clients if the client was able to view proactive outreach we have generated and saves us bundles of time with the templates and scheduling capabilities.","Groove is used across the Customer Success team to see email opens and views, to create and save templates for more common emails, and email scheduling to prevent disruption of clients outside of working hours, and some users utilize the scheduling link to book meetings with clients. It helps our team better understand which emails are resonating with clients if the client was able to view proactive outreach we have generated and saves us bundles of time with the templates and scheduling capabilities."
groove,Will Sharry,Mid-Market Account Executive,Grovo,Score 6 out of 10,"Review: ""Groove is a solid, affordable option for tracking sales activity.""","[""Through an integration with Google Calendar, it's very easy to track types of meetings with prospects and customers."", 'Through an integration with Salesforce, it is very easy to track types of meetings in our sales dashboards.']",['Groove overlaps quite a bit with other tools we use in terms of functionality e.g. it helps schedule emails but we use Outreach.io in order to do that.'],"Groove is used by the sales team primarily to track meetings with prospects customers and current customers. Groove allows us to track the type of meeting - whether it is a new business meeting, demonstration, implementation walk-thru, integration call, procurement discussion, legal review et cetera in order to help us understand how many meetings it takes to close a deal, what kind of meetings help move a deal down the funnel, and what kind of meetings are wasting our time. Thanks to an integration with salesforce, we can track all these meetings in our dashboards easily.","Groove is used by the sales team primarily to track meetings with prospects customers and current customers. Groove allows us to track the type of meeting - whether it is a new business meeting, demonstration, implementation walk-thru, integration call, procurement discussion, legal review et cetera in order to help us understand how many meetings it takes to close a deal, what kind of meetings help move a deal down the funnel, and what kind of meetings are wasting our time. Thanks to an integration with salesforce, we can track all these meetings in our dashboards easily.","Groove is used by the sales team primarily to track meetings with prospects customers and current customers. Groove allows us to track the type of meeting - whether it is a new business meeting, demonstration, implementation walk-thru, integration call, procurement discussion, legal review et cetera in order to help us understand how many meetings it takes to close a deal, what kind of meetings help move a deal down the funnel, and what kind of meetings are wasting our time. Thanks to an integration with salesforce, we can track all these meetings in our dashboards easily.","Groove is used by the sales team primarily to track meetings with prospects customers and current customers. Groove allows us to track the type of meeting - whether it is a new business meeting, demonstration, implementation walk-thru, integration call, procurement discussion, legal review et cetera in order to help us understand how many meetings it takes to close a deal, what kind of meetings help move a deal down the funnel, and what kind of meetings are wasting our time. Thanks to an integration with salesforce, we can track all these meetings in our dashboards easily."
groove,Verified User,Employee in Sales,Computer Software Company,Score 7 out of 10,"User Review: ""Groove is Great!""","['Ease of use- Groove is very simple and easy to get up and running. The Salesforce plug in is extremely helpful and the Chrome extension is easy to install and get notifications right away.', 'Tracking- tracking your emails through Groove is extremely effective. You can pin point who is opening them up and how they interact with the information you sent them. Allows for my sales team to have a direct call of action based on the activity they see occurring.', 'Attaching emails to Salesforce accounts. This has been extremely effective for us as a sales organization']","[""The tracking seems to lag a lot. Notifications usually don't show up instantly as they occur. I would like to see in real time when someone clicks on an email that way I can call them directly right after they engage with it. Sometimes I won't get a notification for a long time.""]",Groove is used by our entire sales department in order to get tracking and insight into our emails. It allows for us to see when prospects interact with our emails and then we can follow up accordingly. It enables us to target prospects in a timely and effective manner. This has been a huge time saver for me and the rest of my team.,Groove is used by our entire sales department in order to get tracking and insight into our emails. It allows for us to see when prospects interact with our emails and then we can follow up accordingly. It enables us to target prospects in a timely and effective manner. This has been a huge time saver for me and the rest of my team.,Groove is used by our entire sales department in order to get tracking and insight into our emails. It allows for us to see when prospects interact with our emails and then we can follow up accordingly. It enables us to target prospects in a timely and effective manner. This has been a huge time saver for me and the rest of my team.,Groove is used by our entire sales department in order to get tracking and insight into our emails. It allows for us to see when prospects interact with our emails and then we can follow up accordingly. It enables us to target prospects in a timely and effective manner. This has been a huge time saver for me and the rest of my team.
groove,Verified User,Employee in Sales,Computer Software Company,Score 4 out of 10,"""Groove Review""","['Email notifications: as soon as a recipient opens an email, it shows from where they opened it and when. Just-in-time notifications gives sales folks an idea of whether the prospect is in the office or not.', 'Email templates: allows sales folks to push out more emails that saves you time to build more pipeline', 'Intuitive analytics: easy to understand, robust reporting on number of clicks, number of opens, and more.']","['When I open a sent email, it shows that the prospect opened it, which is inaccurate information', 'Difficult to use email templates. Takes too much time to build one.', 'Lack of accessible data that can help groove customers understand how other groove customers are leveraging the software']","It is used primarily by the sales team to track prospects and customers opening emails, as well as a way to streamline outreach through email templates. This allows the sales team to conduct more outreach and provides insight into which email templates are most likely to be opened and/or responded to. In short, it helps sharpen sales messaging when interacting with a prospect and/or customer.","It is used primarily by the sales team to track prospects and customers opening emails, as well as a way to streamline outreach through email templates. This allows the sales team to conduct more outreach and provides insight into which email templates are most likely to be opened and/or responded to. In short, it helps sharpen sales messaging when interacting with a prospect and/or customer.","It is used primarily by the sales team to track prospects and customers opening emails, as well as a way to streamline outreach through email templates. This allows the sales team to conduct more outreach and provides insight into which email templates are most likely to be opened and/or responded to. In short, it helps sharpen sales messaging when interacting with a prospect and/or customer.","It is used primarily by the sales team to track prospects and customers opening emails, as well as a way to streamline outreach through email templates. This allows the sales team to conduct more outreach and provides insight into which email templates are most likely to be opened and/or responded to. In short, it helps sharpen sales messaging when interacting with a prospect and/or customer."
slack,"Jennifer Pardi-Cusick, MBA, PMP",Customer Experience and Insights Analyst,Gogo Business Aviation,Score 10 out of 10,"Slack Review: ""Fun, fresh communications""","['Slack enables us to use fun functions such as ""/giphy"" to make our communications more fun and casual. GIF wars end up bringing our department closer and injecting team spirit and humor into what could normally be stressful days.', ""Slack is also great for creating quick, temporary groups. It's nice to be able to get a group message going and then have the option to just stop using it or to convert it to a private channel later."", 'One of the best things is how Slack saves message history. You can close any DM, including group DMs and then pull it back up later. This enables you to save the information and history without having a cluttered list of interactions.']","[""It's a minor point and one that's likely outside of Slack's core competencies, but if you're looking for a communication tool that also includes voice chat, this isn't it.""]","Slack is used across our organization, in addition to other messaging software, to connect individuals and make it easy to communicate. Most people prefer Slack over the other available tools because of its ability to save messages and files in an easy, unobtrusive way, as well as for the ""fun"" aspects of it that make communicating at work enjoyable.","Slack is used across our organization, in addition to other messaging software, to connect individuals and make it easy to communicate. Most people prefer Slack over the other available tools because of its ability to save messages and files in an easy, unobtrusive way, as well as for the ""fun"" aspects of it that make communicating at work enjoyable.","Slack is used across our organization, in addition to other messaging software, to connect individuals and make it easy to communicate. Most people prefer Slack over the other available tools because of its ability to save messages and files in an easy, unobtrusive way, as well as for the ""fun"" aspects of it that make communicating at work enjoyable.","Slack is used across our organization, in addition to other messaging software, to connect individuals and make it easy to communicate. Most people prefer Slack over the other available tools because of its ability to save messages and files in an easy, unobtrusive way, as well as for the ""fun"" aspects of it that make communicating at work enjoyable."
slack,Ana Fernández Silva,Accountant,Columbia University in the City of New York,Score 9 out of 10,"Review: ""Slack is a useful tool for organising projects""","['The structure in channels allows us to keep conversations organized', 'The easy integration with bots. This is very useful for us when someone updates a repository.', 'It is a very intuitive tool.']","['Sometimes we experience some connection issues', 'Notifications across devices are sometimes missing', 'The search function can be improved, especially when we are trying to recover an old conversation']","Slack is used in smaller groups within departments. It helps to address the lack of communication after work or when we are out of the office. We use it to organize and advertise meetings and share information about news that might be of the group´s interest. In addition, it is very useful when it comes to asking a question to specific members of the group.","Slack is used in smaller groups within departments. It helps to address the lack of communication after work or when we are out of the office. We use it to organize and advertise meetings and share information about news that might be of the group´s interest. In addition, it is very useful when it comes to asking a question to specific members of the group.","Slack is used in smaller groups within departments. It helps to address the lack of communication after work or when we are out of the office. We use it to organize and advertise meetings and share information about news that might be of the group´s interest. In addition, it is very useful when it comes to asking a question to specific members of the group.",
slack,Alissa Levanway,Purchasing Agent,"CIO Solutions, LP",Score 10 out of 10,"User Review: ""Slack - The ultimate IM Software""","['Channels - We really like having specific channels by office and one that includes all employees. This is great for when specific events are happening or if an employee fields a call from another office and needs to look for another employee to field it too. Communication has really increased with these options', 'Fun - The option to add gifs makes it fun to IM people. Also being able to add emojis adds another level of fun. We can ""vote"" on posts with our ""reactions"". It makes it much easier to understand people\'s tone when you have someone adding a fun gif at the end of a message.', 'Notifications - The various options of getting notified on messages really is handy. You have it where you can do pop ups or someone can @ you in a message and a subthread comes up. Also the option for notifications to come to your phone is great for offsite employees.']","[""It took me a while to figure out how to share a screen. The call button wasn't very obvious to me that I had to click that before I could share a screen.""]",We use Slack as a way to communicate between our 4 offices. All departments use and new staff are trained on it. The option to have separate channels makes it really easy to find updates by department or team or by office.,We use Slack as a way to communicate between our 4 offices. All departments use and new staff are trained on it. The option to have separate channels makes it really easy to find updates by department or team or by office.,We use Slack as a way to communicate between our 4 offices. All departments use and new staff are trained on it. The option to have separate channels makes it really easy to find updates by department or team or by office.,We use Slack as a way to communicate between our 4 offices. All departments use and new staff are trained on it. The option to have separate channels makes it really easy to find updates by department or team or by office.
slack,Matthew Berry,CTO,Wootware Computers (Pty) Ltd,Score 10 out of 10,"User Review: ""Slack makes communication easy""","['Slack provides the ability to create to-do list style reminders at specific times & recurring intervals.', 'Slack makes direct messaging, announcements & communication in general easy.', 'Slack provides a great way to get to know your colleagues & have a transparent conversation history.']","[""There's a slight learning curve involved with the reminder interface."", 'Offline chat is problematic & LAN sync not always effective.', 'Private channels can clutter up your work-space pretty easily, so be sure to restrict access.']","We use Slack throughout our entire organisation. It's an incredible piece of software which makes segmenting announcements a simple & effective process. One of the most attractive features that this software provides is the ability to integrate seamlessly with many third party software vendors, making the benefit two-fold.

It's thanks to integration potential that we're able to schedule alerts, announcements, birthday reminders and more all in one central location.","We use Slack throughout our entire organisation. It's an incredible piece of software which makes segmenting announcements a simple & effective process. One of the most attractive features that this software provides is the ability to integrate seamlessly with many third party software vendors, making the benefit two-fold.

It's thanks to integration potential that we're able to schedule alerts, announcements, birthday reminders and more all in one central location.",,
slack,Matthew Vita,Customer Success Manager,Citrix,Score 10 out of 10,"Review: ""Slack is an amazing chat system for mid to large sized businesses""","['Securely containerize group chats for organization of needs.', 'Share files and data internally for quick collaboration.', 'Real-time notifications for important pieces of information to be able to act or respond directly when necessary.']","['The sorting of channels is not my favorite. There are ways but definitely needs improvement.', 'Search is clunky. Not bad, but I find the UI for that piece to be a bit overwhelming.', ""Apps is a section I haven't delved into. Sounds like there are cool things to do or integrate, but its not advertised well.""]","Across the whole organization- but the ease of quickly containerizing groups and issues is how we use it. So departments can have their own space, and groups can be created on the fly for quick solutions or brainstorming. It's a cool, and also fun tool for communication. Huge upgrade from other ways to chat.","Across the whole organization- but the ease of quickly containerizing groups and issues is how we use it. So departments can have their own space, and groups can be created on the fly for quick solutions or brainstorming. It's a cool, and also fun tool for communication. Huge upgrade from other ways to chat.","Across the whole organization- but the ease of quickly containerizing groups and issues is how we use it. So departments can have their own space, and groups can be created on the fly for quick solutions or brainstorming. It's a cool, and also fun tool for communication. Huge upgrade from other ways to chat.","Across the whole organization- but the ease of quickly containerizing groups and issues is how we use it. So departments can have their own space, and groups can be created on the fly for quick solutions or brainstorming. It's a cool, and also fun tool for communication. Huge upgrade from other ways to chat."
slack,Miroslav Bobryshev,3D artist,Main Road|Post,Score 7 out of 10,"User Review: ""Slack's power.""","['When discussing, you can attach images. Slack gives enough space for files to share.', 'You can create a separate chat for each topic.', 'There is integration with a large number of external services like Trello.', 'Each team member receives notifications only about those messages that are addressed specifically to him.']","['API as a whole is very poor. API does not provide the ability to customize widgets in the chat.', 'Linux clients use memory very intensively.', 'Proprietary application (not free for distribution).']",Slack is used across the whole organization for communicating with every professional. It is the easiest way to discuss work tasks.,Slack is used across the whole organization for communicating with every professional. It is the easiest way to discuss work tasks.,Slack is used across the whole organization for communicating with every professional. It is the easiest way to discuss work tasks.,Slack is used across the whole organization for communicating with every professional. It is the easiest way to discuss work tasks.
slack,Brent Lionel Mausisa,Co-Founder,2for1 Virtual Experts,Score 8 out of 10,"User Review: ""Slack is best for the non-Slackers!""","['Slack allows you to focus on work-related messages only.', ""Slack allows you to notify relevant people who're part of a channel or group messaging."", 'Slack gives you to the ability to track back your previous messages to the group or to a particular person.']","[""Slack should improve it's video call features. It had failed many times based on my experience."", 'Slack should include options so the sender will see if the person messaged have seen the message or not yet.', ""Slack should improve it's current user interface too so it looks better.""]",I'm using Slack now with two of my existing clients. One from Australia and one from the US but currently based in Singapore. Slack helps to group our messaging accordingly and retrieve messages to a certain point. I love using Slack because it removes the noise that's available on Skype.,I'm using Slack now with two of my existing clients. One from Australia and one from the US but currently based in Singapore. Slack helps to group our messaging accordingly and retrieve messages to a certain point. I love using Slack because it removes the noise that's available on Skype.,I'm using Slack now with two of my existing clients. One from Australia and one from the US but currently based in Singapore. Slack helps to group our messaging accordingly and retrieve messages to a certain point. I love using Slack because it removes the noise that's available on Skype.,I'm using Slack now with two of my existing clients. One from Australia and one from the US but currently based in Singapore. Slack helps to group our messaging accordingly and retrieve messages to a certain point. I love using Slack because it removes the noise that's available on Skype.
slack,FRANCISCO GUTIERREZ,Asesor financiero,PDVSA Petroleos de Venezuela S.A.,Score 10 out of 10,"User Review: ""My performance with Slack is good.""","['It is a very easy tool to use and integrate with other platforms.', 'Establish internal chat groups to review work issues.', ""Make video calls and connect with some friends to take opinions about what I'm doing.""]","['The interconnectivity with some applications or tools are not very good.', 'Search engine and update.', 'Very low user login design.']","Slack is a tool designed to create and establish strategies to guarantee a good service to your colleagues, clients and friends. Since we implemented this tool, the important advances we have obtained are reflected in the satisfaction of having accurate and quality information at hand. Slack has helped us to organize a myriad of tasks that relate to my activity itself.","Slack is a tool designed to create and establish strategies to guarantee a good service to your colleagues, clients and friends. Since we implemented this tool, the important advances we have obtained are reflected in the satisfaction of having accurate and quality information at hand. Slack has helped us to organize a myriad of tasks that relate to my activity itself.",,
slack,Paul Jordan,Design Specialist,HubSpot,Score 10 out of 10,"User Review: ""Slack is the Standard""","['Ease of communication.', 'Seamless experience across devices.', 'Enjoyable to use.']","['The search function could be improved for scope.', 'Can get hectic.', 'Would like ability to control privacy of messages more fully.']","It is used across the whole org as well as within each dept separately. Huge help with the ability to have archives of shared knowledge that may fall through the cracks when employees leave or transition to new roles. In addition, it streamlines collaboration that is transactional in nature, saving time to do more important work. The emojis are surprisingly helpful with reporting.","It is used across the whole org as well as within each dept separately. Huge help with the ability to have archives of shared knowledge that may fall through the cracks when employees leave or transition to new roles. In addition, it streamlines collaboration that is transactional in nature, saving time to do more important work. The emojis are surprisingly helpful with reporting.",,
slack,"Denise Martinez, MBA",Senior Marketing Manager,Sentieo,Score 8 out of 10,"Slack Review: ""Great for communication across offices.""","['Quick communication', 'Categorizing conversations and projects', 'Communicating across offices']",['Desktop notifications can be distracting'],"[It's being used] Across the whole organization - great for working internationally. All of our team members use it daily to talk about projects, send files from Word docs to images, integrate with Hubspot, etc.","[It's being used] Across the whole organization - great for working internationally. All of our team members use it daily to talk about projects, send files from Word docs to images, integrate with Hubspot, etc.","[It's being used] Across the whole organization - great for working internationally. All of our team members use it daily to talk about projects, send files from Word docs to images, integrate with Hubspot, etc.",
slack,Niki Mason,Customer Service,Our Sunday Visitor,Score 9 out of 10,"""Slack Review""","['Instant notification on feeds, so nothing gets missed.', 'Different channels to help keep things organized', 'View individual threads']",['Nothing to note at this time'],Slack is used as an internal way to connect different departments within our company. It helps communicate needs and requests seamlessly.,Slack is used as an internal way to connect different departments within our company. It helps communicate needs and requests seamlessly.,Slack is used as an internal way to connect different departments within our company. It helps communicate needs and requests seamlessly.,
slack,Aviva Kerstein,Software Engineer,HuffPost,Score 10 out of 10,"User Review: ""Slack for the Win!""","['GitHub integrations', 'Private channels vs public channels', 'The mobile app is amazing!']",['Threads are sometimes confusing'],"The entire HuffPost organization uses Slack. We have separate channels for editorial, products, and engineering. It is a great way to communicate with multiple people in various departments or a group of people in one department. The Slack integrations for Github are very useful to the engineers. We also have a bot built in that communicates any known technical issues with internal systems to the other departments.","The entire HuffPost organization uses Slack. We have separate channels for editorial, products, and engineering. It is a great way to communicate with multiple people in various departments or a group of people in one department. The Slack integrations for Github are very useful to the engineers. We also have a bot built in that communicates any known technical issues with internal systems to the other departments.",,
slack,Ade Fowler,Senior PPC Account Executive,Fetch,Score 10 out of 10,"User Review: ""Slack - Fun To Use""","['Slack allows you to create team-specific channels very easily. These channels can be either private (to those invited) or public (open for all in the network)', 'Slack has a very good Gif and emoji creation feature', ""It's easy to create polls and votes""]",['Missing out on messages on group channel can be annoying as they do not show up unless they are addressed to all or to you specifically'],"Slack is being used as an internal tool to communicate with others within the network to coordinate meetings, campaign planning and brainstorming and even general chat.","Slack is being used as an internal tool to communicate with others within the network to coordinate meetings, campaign planning and brainstorming and even general chat.","Slack is being used as an internal tool to communicate with others within the network to coordinate meetings, campaign planning and brainstorming and even general chat.","Slack is being used as an internal tool to communicate with others within the network to coordinate meetings, campaign planning and brainstorming and even general chat."
slack,Jake Sleyster,Graduate Student,MTM Program at Univeristy of California Santa Barbara,Score 9 out of 10,"User Review: ""Slack, the scheduler that gives back""","['Passes along messages and allows for easy communication.', 'Integrates schedules to perfectly fit meetings in.', 'Has good reminders and notifications that allow you to know what is going on.', 'Easy to remember coding schemes for polls and asking questions.']","['It has a slow startup speed', 'It lingers in the background and has latency', 'Too many different reminders. Be more subtle']","Slack has yet to be accepted by the whole organization, but I am using it in my interactions with the teams that I work with. I use it for agendas, scheduling meeting times, setting polls, and coordinating events for the teams I work with. Slack addresses the mass communication within a team along with simple scheduling tasks that integrate multiple peoples calendar.","Slack has yet to be accepted by the whole organization, but I am using it in my interactions with the teams that I work with. I use it for agendas, scheduling meeting times, setting polls, and coordinating events for the teams I work with. Slack addresses the mass communication within a team along with simple scheduling tasks that integrate multiple peoples calendar.","Slack has yet to be accepted by the whole organization, but I am using it in my interactions with the teams that I work with. I use it for agendas, scheduling meeting times, setting polls, and coordinating events for the teams I work with. Slack addresses the mass communication within a team along with simple scheduling tasks that integrate multiple peoples calendar.","Slack has yet to be accepted by the whole organization, but I am using it in my interactions with the teams that I work with. I use it for agendas, scheduling meeting times, setting polls, and coordinating events for the teams I work with. Slack addresses the mass communication within a team along with simple scheduling tasks that integrate multiple peoples calendar."
slack,Verified User,Analyst in Research & Development,Information Services Company,Score 8 out of 10,"Slack Review: ""Great for inter-office communication!""","['The user-interface is very friendly and well laid out. Its intuitive to learn how to switch between channels, find new channels, and direct message individuals.', ""There are a lot of fun GIFs, emojis, and other 'reactions' that can be used.""]","[""Sometimes it can be hard to search for a specific piece of information across all the channels you're a member of. For example, if there was a particularly useful link that one person shared but you don't remember which channel it was in, it can be a little difficult to find.""]","We use Slack to communicate with each other inside the office as an alternative to email. We also still use email, but typically for more formal requests, or if documents need to be attached. Slack is a great communication tool because anyone can create a topic-specific 'channel' and make it either an open or closed channel. This makes it very easy to find specific conversations, or have a quick, informal chat with someone in the office.","We use Slack to communicate with each other inside the office as an alternative to email. We also still use email, but typically for more formal requests, or if documents need to be attached. Slack is a great communication tool because anyone can create a topic-specific 'channel' and make it either an open or closed channel. This makes it very easy to find specific conversations, or have a quick, informal chat with someone in the office.",,
slack,Verified User,Director in Marketing,Marketing and Advertising Company,Score 8 out of 10,"Slack Review: ""The Bee's Knees""","['Easy to use', 'Many apps for integration', 'The mobile app experience is great and has nice notification features']","[""Doesn't completely kill email as there are other colleagues in the organization who aren't using slack"", 'A little bit steeper of a curve to pick-up on, but so powerful once the team is on board']",I use Slack to communicate with my colleagues. I also use slack to track incoming requests from different teams across the organization and to transfer large files that may be too large for email to handle. So many features and the file sharing absolutely key as Outlook sends so many issues with file storage.,I use Slack to communicate with my colleagues. I also use slack to track incoming requests from different teams across the organization and to transfer large files that may be too large for email to handle. So many features and the file sharing absolutely key as Outlook sends so many issues with file storage.,I use Slack to communicate with my colleagues. I also use slack to track incoming requests from different teams across the organization and to transfer large files that may be too large for email to handle. So many features and the file sharing absolutely key as Outlook sends so many issues with file storage.,I use Slack to communicate with my colleagues. I also use slack to track incoming requests from different teams across the organization and to transfer large files that may be too large for email to handle. So many features and the file sharing absolutely key as Outlook sends so many issues with file storage.
slack,Verified User,Consultant in Marketing,Marketing and Advertising Company,Score 9 out of 10,"Review: ""Slack is the leader of the pack (by far).""","['Amazing UX/UI', 'Constant updates to make the platform better', 'The strong suite of apps and integrations that continually grow']","['File management can be improved. If there was some sort of drive interface, files could be easier managed.', 'Integrations are fairly gimmicky. Actual value from these integrations is tough to find.']","Slack is our main communication platform at our enterprise. Slack is an easy communication platform with very powerful capabilities. Although their app marketplace is still growing, the powerful capabilities actually lie within the platform itself. From private to public channels, Slack is very customizable but in a shockingly easy way. The sales/support team is also very friendly and will teach Slack veterans with best-practice tips and more advanced capabilities that can further enable collaboration and remove friction from any team or organization.","Slack is our main communication platform at our enterprise. Slack is an easy communication platform with very powerful capabilities. Although their app marketplace is still growing, the powerful capabilities actually lie within the platform itself. From private to public channels, Slack is very customizable but in a shockingly easy way. The sales/support team is also very friendly and will teach Slack veterans with best-practice tips and more advanced capabilities that can further enable collaboration and remove friction from any team or organization.",,
slack,Verified User,Manager in Sales,Information Technology and Services Company,Score 8 out of 10,"Slack Review: ""Great collaboration tool""","['Conference calls', 'Team collaboration', 'Easy to share files and write bots to automate proccesses']","['Bots only available to admins', 'Need to make easier for conference calls with multiple people', 'In chat mode people disappear from your list if you have not talk to them for a while']",Slack is being used company wide as the main internal communication and collaboration tool,Slack is being used company wide as the main internal communication and collaboration tool,Slack is being used company wide as the main internal communication and collaboration tool,
slack,Verified User,Employee in Marketing,Consumer Services Company,Score 10 out of 10,"User Review: ""Just Slack me!""","['Send files', 'Chat in real time', 'Aids in letting employees work remote']",['Needs an automatic update function'],"My company uses slack to communicate with everyone in our entire organization. It helps us communicate easily and instantly. Files are able to be sent and downloaded, and being able to talk in real time is a plus. It also helps people in the company work remotely and still feel like you are a part of the team.","My company uses slack to communicate with everyone in our entire organization. It helps us communicate easily and instantly. Files are able to be sent and downloaded, and being able to talk in real time is a plus. It also helps people in the company work remotely and still feel like you are a part of the team.",,"My company uses slack to communicate with everyone in our entire organization. It helps us communicate easily and instantly. Files are able to be sent and downloaded, and being able to talk in real time is a plus. It also helps people in the company work remotely and still feel like you are a part of the team."
slack,Verified User,Director in Customer Service,Consumer Electronics Company,Score 9 out of 10,"User Review: ""Slack is great""","['Slack allows us to be a truly global company. We have offices around the world and we have employees constantly traveling.', 'Without Slack, our work productivity would be significantly reduced.', 'I hate email :)']",['Sometimes things can get lost in Slack that need to be saved.'],"It allows me to instantly connect with everyone in our company. Aside from being an awesome chat tool, it makes reaching someone via my mobile phone extremely easy. I can always contact IT or anyone in the company if I need to.","It allows me to instantly connect with everyone in our company. Aside from being an awesome chat tool, it makes reaching someone via my mobile phone extremely easy. I can always contact IT or anyone in the company if I need to.",,
